esp_bautismo_total_S52,S52,597,23/12/2024
salud_medicion_total_may25,may-25,462,19/05/2025
salud_medicion_var_S16,S16,-0.1,21/04/2025
esp_consagracion_sc_pct_S49,S49,63.2,09/12/2024
esp_bautismo_var_S18,S18,0.2,05/05/2025
esp_consagracion_sc_total_S47,S47,861,18/11/2024
esp_consagracion_sc_total_S04,S04,853,20/01/2025
esp_bautismo_pct_S01,S01,44.2,06/01/2025
esp_bautismo_total_S04,S04,630,27/01/2025
esp_consagracion_2_pct_S51,S51,65.1,23/12/2024
esp_consagracion_v_var_S06,S06,0.3,10/02/2025
esp_consagracion_v_var_S48,S48,0,25/11/2024
esp_consagracion_sc_pct_jan25,jan25,63.1,20/01/2025
esp_consagracion_2_pct_jan25,jan25,65.7,20/01/2025
U2040_S07,S07,1368,17/02/2025
esp_bautismo_var_S49,S49,-0.3,09/12/2024
salud_medicion_total_S13,S13,454,24/03/2025
esp_consagracion_2_pct_feb25,feb-25,65.9,10/02/2025
esp_consagracion_2_var_S12,S12,-0.9,24/03/2025
salud_medicion_pct_apr25,apr25,32.8,21/04/2025
esp_consagracion_v_var_S15,S15,-0.4,14/04/2025
salud_medicion_total_S18,S18,458,05/05/2025
U2040_S17,S17,1393,28/04/2025
esp_bautismo_var_S04,S04,-0.5,27/01/2025
salud_medicion_total_feb25,feb-25,326,17/02/2025
esp_bautismo_pct_S49,S49,44.1,09/12/2024
esp_consagracion_v_pct_S19,S19,67.9,12/05/2025
esp_consagracion_2_total_S03,S03,886,20/01/2025
esp_consagracion_2_pct_S09,S09,65.1,03/03/2025
esp_consagracion_v_pct_dec24,dec24,67,30/12/2024
esp_consagracion_2_pct_feb25,feb-25,65,17/02/2025
salud_medicion_pct_mar25,mar-25,32.2,24/03/2025
esp_consagracion_2_total_S20,S20,897.5,19/05/2025
salud_medicion_var_S07,S07,-6.8,17/02/2025
esp_consagracion_v_pct_may25,may-25,67.4,19/05/2025
esp_bautismo_total_mar25,mar-25,638,24/03/2025
salud_medicion_total_mar25,mar-25,454,24/03/2025
esp_consagracion_2_pct_S08,S08,64.8,17/02/2025
salud_medicion_total_mar25,mar-25,368,17/03/2025
salud_medicion_total_S48,S48,269,25/11/2024
esp_consagracion_v_pct_nov24,nov-24,67.3,18/11/2024
esp_consagracion_v_pct_S04,S04,68.1,20/01/2025
salud_medicion_total_S17,S17,457,28/04/2025
salud_medicion_var_S52,S52,0,30/12/2024
esp_consagracion_v_pct_apr25,apr25,67.2,07/04/2025
esp_consagracion_v_pct_apr25,apr25,66.9,21/04/2025
esp_consagracion_sc_var_S02,S02,0.1,13/01/2025
esp_consagracion_sc_var_S05,S05,0.4,03/02/2025
esp_consagracion_sc_pct_mar25,mar-25,61.6,24/03/2025
esp_consagracion_v_pct_dec24,dec24,67,23/12/2024
esp_consagracion_sc_total_S03,S03,856,20/01/2025
salud_medicion_total_S51,S51,276,23/12/2024
salud_medicion_pct_feb25,feb-25,23.8,17/02/2025
esp_bautismo_total_S12,S12,635,24/03/2025
esp_consagracion_v_pct_S49,S49,67.1,09/12/2024
esp_consagracion_v_total_S13,S13,934,24/03/2025
esp_consagracion_2_pct_S48,S48,65.4,25/11/2024
salud_medicion_var_S10,S10,4.7,10/03/2025
esp_consagracion_v_pct_mar25,mar-25,67.3,24/03/2025
salud_medicion_total_S17,S17,457,21/04/2025
salud_medicion_var_S17,S17,0.3,21/04/2025
salud_medicion_total_apr25,apr25,454,07/04/2025
esp_consagracion_sc_var_S49,S49,-0.3,09/12/2024
esp_bautismo_var_S03,S03,0.4,20/01/2025
salud_medicion_pct_dec24,dec24,20.3,23/12/2024
esp_bautismo_var_S15,S15,0.1,14/04/2025
esp_bautismo_pct_S03,S03,44.4,20/01/2025
esp_consagracion_sc_pct_dec24,dec24,63.2,23/12/2024
esp_consagracion_sc_pct_jan25,jan25,63.1,13/01/2025
esp_consagracion_2_pct_may25,may-25,64.5,12/05/2025
esp_bautismo_total_S15,S15,643,14/04/2025
salud_medicion_pct_may25,may-25,33,19/05/2025
esp_consagracion_2_pct_S18,S18,64.1,05/05/2025
esp_bautismo_pct_S18,S18,46.3,05/05/2025
salud_medicion_total_may25,may-25,458,05/05/2025
esp_bautismo_pct_S05,S05,46.6,03/02/2025
salud_medicion_pct_S10,S10,26.8,10/03/2025
esp_consagracion_sc_pct_dec24,dec24,63,23/12/2024
salud_medicion_total_S49,S49,275,09/12/2024
esp_consagracion_sc_pct_feb25,feb-25,62.5,24/02/2025
esp_consagracion_sc_pct_S04,S04,63.2,27/01/2025
esp_consagracion_v_pct_S06,S06,68.3,10/02/2025
esp_consagracion_sc_pct_mar25,mar-25,61.7,24/03/2025
salud_medicion_total_S16,S16,457,21/04/2025
salud_medicion_pct_S49,S49,20.3,09/12/2024
esp_consagracion_2_var_S11,S11,0,17/03/2025
esp_consagracion_v_total_S17,S17,931,21/04/2025
esp_consagracion_v_pct_S10,S10,67.7,10/03/2025
esp_consagracion_2_var_S02,S02,0.1,13/01/2025
esp_consagracion_sc_var_S48,S48,0,25/11/2024
salud_medicion_pct_S07,S07,23.8,17/02/2025
esp_consagracion_sc_pct_S16,S16,61.1,21/04/2025
esp_consagracion_sc_pct_S02,S02,63.1,13/01/2025
esp_consagracion_sc_var_S09,S09,0,03/03/2025
esp_consagracion_v_var_S18,S18,0.2,05/05/2025
salud_medicion_var_S18,S18,0.4,05/05/2025
esp_bautismo_var_S11,S11,0,17/03/2025
esp_consagracion_2_total_S17,S17,890.5,21/04/2025
salud_medicion_pct_feb25,feb-25,24,24/02/2025
salud_medicion_pct_S51,S51,20.3,23/12/2024
salud_medicion_total_S12,S12,446,24/03/2025
esp_consagracion_v_pct_mar25,mar-25,67.7,17/03/2025
esp_consagracion_sc_total_S17,S17,850,21/04/2025
esp_consagracion_sc_total_S04,S04,857,27/01/2025
esp_consagracion_sc_pct_mar25,mar-25,62.5,17/03/2025
esp_consagracion_2_total_S01,S01,877.5,06/01/2025
salud_medicion_pct_S52,S52,20.3,23/12/2024
esp_consagracion_2_var_S07,S07,0.3,17/02/2025
salud_medicion_total_S15,S15,457,14/04/2025
salud_medicion_total_apr25,apr25,457,28/04/2025
salud_medicion_var_S20,S20,0.2,19/05/2025
U2040_S49,S49,1357,09/12/2024
salud_medicion_pct_S05,S05,20.9,03/02/2025
esp_bautismo_total_mar25,mar-25,633,03/03/2025
esp_consagracion_v_pct_apr25,apr25,66.9,28/04/2025
esp_consagracion_2_pct_dec24,dec24,65,23/12/2024
esp_consagracion_v_total_S15,S15,932,14/04/2025
esp_consagracion_2_pct_S13,S13,64.5,24/03/2025
esp_consagracion_sc_total_S13,S13,854,31/03/2025
U2040_S16,S16,1393,21/04/2025
esp_consagracion_v_var_S08,S08,-1.6,17/02/2025
esp_consagracion_sc_pct_may25,may-25,61.2,05/05/2025
esp_bautismo_total_may25,may-25,643,05/05/2025
esp_consagracion_sc_var_S11,S11,0,17/03/2025
esp_consagracion_sc_pct_apr25,apr25,61.1,28/04/2025
esp_bautismo_var_S16,S16,-0.1,21/04/2025
esp_consagracion_sc_pct_S03,S03,63.1,20/01/2025
esp_consagracion_v_pct_jan25,jan25,67,06/01/2025
esp_bautismo_pct_dec24,dec24,44.2,30/12/2024
esp_consagracion_2_total_S14,S14,891,07/04/2025
esp_consagracion_v_var_S14,S14,-0.2,07/04/2025
salud_medicion_var_S05,S05,0.4,03/02/2025
esp_bautismo_var_S47,S47,,18/11/2024
salud_medicion_total_S14,S14,454,07/04/2025
esp_consagracion_2_pct_S12,S12,64.5,24/03/2025
esp_bautismo_pct_mar25,mar-25,45.9,24/03/2025
esp_consagracion_2_total_S08,S08,890,17/02/2025
salud_medicion_pct_S19,S19,32.9,12/05/2025
esp_consagracion_2_var_S15,S15,-0.4,14/04/2025
salud_medicion_pct_S11,S11,26.8,17/03/2025
esp_consagracion_v_pct_S48,S48,67.3,25/11/2024
esp_bautismo_pct_mar25,mar-25,46,31/03/2025
esp_bautismo_total_S09,S09,633,03/03/2025
esp_bautismo_total_jan25,jan25,602,20/01/2025
esp_bautismo_pct_apr25,apr25,46.2,28/04/2025
esp_bautismo_var_S52,S52,0.4,23/12/2024
esp_consagracion_v_total_S14,S14,931,07/04/2025
esp_consagracion_v_pct_S04,S04,67.6,27/01/2025
esp_bautismo_var_S51,S51,0.1,23/12/2024
esp_consagracion_v_var_S12,S12,-0.5,24/03/2025
esp_consagracion_2_total_S02,S02,879.5,13/01/2025
esp_consagracion_sc_pct_dec24,dec24,63.2,09/12/2024
esp_consagracion_sc_var_S13,S13,-0.2,24/03/2025
esp_consagracion_2_pct_S08,S08,64.9,24/02/2025
salud_medicion_var_S17,S17,-0.3,28/04/2025
salud_medicion_total_S05,S05,282,03/02/2025
esp_consagracion_v_var_S03,S03,0.8,20/01/2025
esp_bautismo_total_nov24,nov-24,598,18/11/2024
esp_consagracion_2_total_S08,S08,890,24/02/2025
esp_consagracion_v_total_S52,S52,904,23/12/2024
salud_medicion_pct_S06,S06,21.2,10/02/2025
esp_consagracion_2_total_S13,S13,894,24/03/2025
salud_medicion_pct_S17,S17,32.9,21/04/2025
salud_medicion_total_S09,S09,351,03/03/2025
esp_consagracion_sc_pct_S51,S51,63.2,23/12/2024
esp_bautismo_pct_jan25,jan25,46.7,20/01/2025
esp_bautismo_total_may25,may-25,644,12/05/2025
salud_medicion_pct_apr25,apr25,32.8,28/04/2025
esp_bautismo_total_apr25,apr25,639,07/04/2025
esp_consagracion_v_total_S04,S04,916,20/01/2025
salud_medicion_pct_mar25,mar-25,25.6,03/03/2025
salud_medicion_var_S51,S51,0.6,23/12/2024
U2040_S14,S14,1385,07/04/2025
esp_bautismo_pct_mar25,mar-25,46,24/03/2025
esp_consagracion_sc_total_S14,S14,851,07/04/2025
esp_consagracion_sc_pct_feb25,feb-25,63.5,10/02/2025
esp_consagracion_sc_total_S12,S12,853,24/03/2025
salud_medicion_var_S12,S12,20.2,24/03/2025
salud_medicion_total_S08,S08,351,17/02/2025
U2040_S17,S17,1389,21/04/2025
esp_bautismo_total_S17,S17,643,28/04/2025
salud_medicion_total_apr25,apr25,457,21/04/2025
esp_bautismo_total_jan25,jan25,597,06/01/2025
esp_consagracion_2_pct_dec24,dec24,65.1,23/12/2024
esp_consagracion_v_pct_S14,S14,67.2,07/04/2025
salud_medicion_total_S06,S06,285,10/02/2025
esp_consagracion_2_total_S16,S16,891.5,21/04/2025
esp_bautismo_var_S50,S50,-0.2,16/12/2024
esp_consagracion_2_var_S13,S13,-0.1,24/03/2025
esp_consagracion_v_var_S19,S19,1.2,12/05/2025
esp_consagracion_2_total_S15,S15,891.5,14/04/2025
esp_consagracion_2_total_S10,S10,893,10/03/2025
salud_medicion_var_S06,S06,1.2,10/02/2025
esp_consagracion_2_pct_apr25,apr25,64,21/04/2025
esp_consagracion_v_pct_dec24,dec24,66.9,16/12/2024
esp_consagracion_sc_pct_dec24,dec24,63,30/12/2024
esp_consagracion_sc_var_S20,S20,-0.7,19/05/2025
salud_medicion_pct_S13,S13,32.7,24/03/2025
esp_consagracion_sc_pct_feb25,feb-25,62.4,17/02/2025
esp_bautismo_pct_may25,may-25,46.3,12/05/2025
esp_consagracion_2_var_S52,S52,0,30/12/2024
U2040_S06,S06,1345,10/02/2025
esp_consagracion_2_pct_S50,S50,65,16/12/2024
esp_bautismo_total_S18,S18,643,05/05/2025
esp_consagracion_sc_total_S05,S05,854,03/02/2025
salud_medicion_total_S13,S13,454,31/03/2025
salud_medicion_pct_jan25,jan25,20.9,20/01/2025
